RMSD,Area,ED,Energy,SS,ResidueLength,PairNumber
2,3963.34,1451.17,-874.726,128,52,133
3,11580,71496.3,17226.9,156,262,3211
2,5708.63,2506.5,399.27,1,81,169
2,8723.54,11968.5,-1965,117,128,693
3,8369.07,30436.7,-1662.59,39,132,1513
5,5106.9,3273.04,-1681.7,21,70,205
5,10409.5,28705.8,-3568.51,89,214,1469
0,11409,33376,-3886,24,168,1211
1,7058.34,4521,-1434.3,10,110,294
3,12953.7,61086.9,-2065.01,34,247,2754
3,9499.69,29886.5,-1996.52,239,171,1747
2,7537.06,14046.2,-1443.72,95,120,809
0,4386.48,2151.3,-1508.5,10,71,188
2,4790.55,3005.61,204492,144,71,249
0,23747.7,563364,-14384,127,582,17702
5,3894.13,589.06,94.659,15,43,52
3,13282.1,60791.3,-598.049,41,247,2754
0,13037.8,119751,-5981,48,261,4517
2,7709.32,14090.4,-902.24,13,127,802
3,9881.53,30861.5,-1317.04,43,171,1747
0,11852.3,59052,-7234,78,324,2759
5,4244.62,568.63,246.92,26,65,35
4,8397.8,20928.1,-2436.34,179,145,1156
5,9071.09,12272.2,1892.1,36,152,693
5,7997.31,26589.9,-2399.53,138,156,1521
3,11591.5,46807.7,-4494.34,121,215,2188
5,4552.43,6157.97,427.84,17,67,481
5,20454.6,277997,3910.79,298,420,9137
4,8268.16,9713.31,-1019.75,20,138,554
1,3206.59,578.384,-389.04,3,51,45
0,14971.3,93084,-7089,71,329,3808
0,13787.6,57650,-6542,55,308,2535
0,9874.44,18444,-2098,13,146,698
0,16725.1,197745,-10893,318,388,7460
3,13840.3,77654.4,-1507.05,191,262,3211
2,7676.98,14009.9,-1468.02,96,120,809
5,11620.6,48985.2,-4332.75,65,202,2258
2,7588.63,9011.22,57.164,13,130,515
5,8890.08,10049.7,82686800,40,138,554
5,3823.57,543.463,-280.5,6,43,52
4,3774.16,543.926,-510.49,7,43,52
3,11401.5,38525.2,17945.2,35,235,1818
3,14785.6,86013,1357.97,87,301,3369
5,4203.58,2357.21,-1152.2,4,63,184
2,6092.6,4137.34,-1367.53,88,88,318
5,8543.4,18387,-2332.4,196,133,890
3,9635.36,24316.1,687857000,34,177,1313
0,13893.2,62405,-5967,207,265,2060
2,15134,99835,-3767.54,41,281,3974
4,10077.9,28473.8,-1593.73,176,158,1403
5,7239.81,6542.4,-796.113,4,95,372
0,19933.6,299411,-13230,82,541,10395
5,8675.28,4860.28,-1248.23,35,131,271
0,16658.2,137142,-8453,83,375,5426
4,6088.5,4159.84,-634.3,12,100,294
3,6950.42,11528.1,-843.485,166,111,651
4,3796.18,581.403,-631.54,5,43,52
1,5974.89,6992.95,-3719,22,92,485
3,6636.54,5534.81,-678.123,9,99,321
3,8436.36,12154.8,-1025.49,121,136,619
4,6066.53,7633.88,-751.63,18,104,457
2,10861.9,37959,617.001,156,205,1751
2,4706.96,562.303,21.98,22,65,35
4,4712.95,2359.25,-1268.5,4,61,184
4,7706.71,12042.4,71623.4,114,130,694
2,4523.61,2008.82,-250.83,14,75,165
3,11620.7,56238.2,-2771.15,27,209,2967
1,7179.9,28231.1,-2456.1,13,131,1686
1,9445.16,17184.9,-2954.12,93,183,931
4,6506.78,6599.12,72420.1,119,95,427
5,4712.09,1843.01,166.03,8,61,116
0,6337.4,17569,-2918,8,115,1106
4,3465.31,696.602,-312.11,5,31,53
0,6817.5,10250,-1268,32,103,583
2,7282.35,4095.81,-1254.31,87,101,249
4,3527.19,710.668,216.49,4,31,53
3,5635.22,2507.76,480.31,8,81,169
0,11522.9,40076,-3695,42,228,1878
5,13663.4,89679.5,527509,214,254,3885
3,15352.9,63836.7,-2516.27,132,215,2188
5,11601.8,27860,-1349.67,63,194,1521
2,7583.55,9232.18,599380,199,138,554
4,4129.33,1674.31,-367.27,10,61,134
1,8794.92,16848,-2877.33,95,183,931
2,15662.8,102626,133182,48,283,3965
3,11954.1,38185.5,-2571.14,156,235,1818
5,7809.72,12826.2,-658.61,68,132,806
4,3477,394.281,1235,11,54,28
0,21821.8,341478,-12348,378,582,11293
3,8359.48,25283.3,-3087.89,31,157,1519
3,12322.5,36703.9,-2354.92,18,225,1755
4,3590.64,568.856,9.8244,14,43,52
4,6833.95,7459.02,140.67,23,109,432
0,5632.47,11884,-1308,102,96,801
1,5266.67,3725.57,-849.35,7,89,249
1,6493,8201.2,-1192.6,15,108,549
2,11598.2,56131.4,-2312.41,183,209,2967
4,6478.3,5893.47,-1351.66,86,95,372
4,4812.67,6627.98,704.69,39,68,481
0,8518.37,36193,-3697,23,175,2055
3,9519.5,27429.7,-1712.14,174,158,1403
0,8854.26,19411.4,-3099.43,17,157,1113
5,4466.78,2218.45,144.12,11,75,165
3,10277,17841.5,-2531.56,161,172,973
2,6082.16,11551.5,-1085.55,17,102,764
5,5828.16,1117.45,-1735.4,3,57,76
2,5230.41,4274.87,-973.556,19,79,317
4,9804.86,27057.2,5856.89,143,172,1412
1,4390.32,2566.96,-765.66,9,72,205
5,11856.3,56665.9,2782480,37,209,2967
0,11217.2,32910.6,-2389,45,210,1213
3,4244.06,2392.65,-1019.6,27,63,184
3,8969.97,17246.8,-2665.96,27,142,844
5,3682.29,547.592,-388.6,6,43,52
0,15604,40779,-4237,67,278,1583
4,8910.9,20472.6,-878.656,173,163,1162
0,12033.3,88080,-3687,64,260,3800
1,5201.39,3352.75,-2061.5,21,70,205
5,7732.28,6866.33,-1343.46,34,108,428
4,3424.62,665.245,-240.82,8,31,53
4,8389.01,26208,-3019.88,34,156,1364
5,4013.15,667.935,-320.23,16,58,43
5,10004.3,28279.3,-1731.99,48,194,1521
0,17066,62802,-8038,79,331,2404
1,11660.4,67476.1,-3052.71,188,247,3373
5,8001.53,11666.8,-1112.88,216,114,689
3,15671.3,156303,2539.2,100,310,6737
0,14274.2,57692,-7205,82,258,2330
4,3274.53,559.645,121.44,13,51,45
0,12391.7,50492,-6285,36,243,2395
4,13234.7,78289.9,-2814.46,136,320,3466
0,17594.8,154979,-7682,187,348,5322
1,11017.3,41598.2,-3719.79,154,227,2059
5,5818.4,4461.77,-796.421,17,88,292
5,3791.78,349.129,1391.7,11,54,28
5,4707.74,1073.21,-454.87,11,62,100
5,7201,1948.76,77957.9,30,84,136
4,7190.36,7981.46,-2289.2,13,117,427
5,11196,51181.2,66914.4,55,209,2534
5,4667.31,2131.15,1037.4,24,75,165
4,11225,49018.6,23797.5,65,190,2118
5,4066.01,705.372,-130.67,13,58,43
2,3521.96,2005.09,-522.464,2,43,161
0,7596.6,13151,-4361,11,139,808
1,11759.8,48665.4,-4544.26,222,262,2394
0,19376.5,216522,-11270,196,379,6982
3,24483.6,264517,-1758.39,280,537,8350
1,8385.09,15574.7,-2929.1,30,141,932
1,10752.8,41500.2,-3396.82,143,227,2059
2,3602.16,393.945,1013.9,11,54,28
0,15321.1,124995,-6173,81,336,4731
4,9350.84,17471.5,-1512.87,20,142,844
3,5173.15,3245.82,-2075.7,21,70,205
5,13531.1,71556.8,-7068.84,96,325,3143
2,10305.4,17838.1,670616000,71,183,931
1,5316.97,4002.9,-996.44,12,85,267
2,7417.3,34428.8,-3049.73,87,148,1919
5,19843.5,270821,5207.33,338,420,9137
5,3704.34,543.46,-378.13,15,43,52
4,11939.9,28364,-174.12,42,178,1410
5,6070.1,13053.4,-1212.4,10,103,883
4,17060.6,190062,3735.48,157,390,7459
5,4728.49,6485.31,625.4,10,67,481
1,6332.91,1913.19,-1170.65,32,71,103
3,4317.97,723.941,-344.04,24,58,43
4,3749.58,464.438,-1073.7,1,36,35
1,6400.93,1929.27,-1169.93,37,71,103
2,7135.89,12424.8,-1173.9,131,123,726
2,3971.81,2177.4,-858.278,183,54,165
4,6172.39,4131.03,400.55,22,100,294
4,10524.9,32821.6,2292.38,70,176,1922
3,8728.23,15888.4,84454.7,115,160,976
0,13644,151365,-7378,47,322,6740
4,3726.16,537.077,-788.01,3,36,35
3,15826.1,155931,2322.7,96,310,6737
3,7771.79,4741.53,868157,40,131,271
2,7861.35,33300.2,-690.009,90,148,1919
2,6834.5,11857.2,-1797.55,9,105,765
4,17737.6,216147,23823200,71,336,8195
2,3963.87,1205.37,-955.45,9,55,88
2,7908.02,32768.8,1917.5,20,148,1919
5,8640.43,9219.56,218.53,32,130,515
3,6647.43,1860.81,-1197.68,9,84,136
1,7718.58,12846.4,-1493.48,77,132,806
5,6554.8,5975.82,-1604.1,24,99,372
3,11705.1,28710.4,-393.57,40,178,1410
1,6172.97,6302.79,-2180.3,17,108,424
3,11930.1,52546.7,-1052.63,151,218,2391
0,13202.9,61458,-6027,27,250,2610
5,4728.78,1213.19,-1546.51,34,71,103
3,9253.1,28958.4,-637.865,102,179,1626
0,7167.8,10265,-2129,31,124,584
2,4405.85,1043.99,-814.19,28,62,102
3,12019.4,52692.4,77754.4,148,218,2391
3,5801.42,4200.24,-928.625,83,88,318
3,7091.88,11437.7,-209.478,138,111,651
4,9661.37,26820.4,-1912.32,115,166,1414
5,3625.62,545.723,79.206,9,43,52
0,16458,189248,-8678,89,455,7723
3,11984.1,53868.7,-2750.1,45,220,2461
5,4394.19,1985.37,-822.417,111,66,166
5,11561.8,32472.9,2553.8,63,210,1213
5,4727.05,1826.56,-241.25,11,61,116
2,22632.8,515831,-988.573,345,540,18067
2,3975.4,2209.46,-1046.48,182,54,165
0,8272.41,13807.3,-3577.02,76,170,771
2,19260.2,156076,-5226.16,328,449,5537
5,16691.2,92716.2,21006.4,166,296,3464
4,5150.78,4095.29,-1645.54,40,79,292
4,3658.17,368.342,1003.3,5,54,28
2,13806.9,96933.1,-3628.03,40,281,3974
5,5978.68,2651.19,425.85,20,81,169
1,4001.49,2203.07,-1130.92,51,54,165
5,5252.5,2020.49,-306.71,5,75,165
1,6308.88,4784.6,-1841.3,15,107,319
4,9115.27,12113.9,-1966.3,207,117,519
5,5666.76,4800.9,595540,8,79,342
2,12797.3,49927.3,-5531.62,221,262,2394
1,4164.37,1326.69,-983.91,1,57,129
4,4677.48,2070.73,476.87,20,75,165
1,5974.36,4760.03,-1038.54,18,85,343
2,15230,99528.8,-3811.59,44,281,3974
4,13285.6,69218.7,-2462.96,176,243,2902
0,8836.33,16300,-5021,36,154,932
0,14703.1,93227,-5737,47,311,3802
2,10294.4,37828.9,-3455.5,36,235,1818
5,8809.89,21589.1,322.74,30,143,1203
4,12465.2,34704.1,3062.5,51,210,1213
2,4266.77,6183.28,-437.42,21,68,481
0,8630.13,14074,-3700,103,153,771
4,4202.67,516.593,122.15,23,65,35
1,4474.74,2018.93,486.65,8,75,165
1,4089.29,5684.61,-579.28,19,68,481
1,6430.96,5058.41,-2502.1,16,109,317
3,6977.86,9223.56,-1047.19,130,95,543
3,8701.8,21254.5,489.85,45,143,1203
0,4542.05,3150,-2010,12,66,246
2,7047,12663.5,30298.3,28,123,726
0,10330.6,60880,-3371,34,229,3053
2,5419.01,4235,-1082.15,17,88,292
2,5632.91,3696.66,-1192.72,19,85,269
3,4043.74,2232.21,-846.72,9,63,184
0,10746.7,43935,-4229,107,213,2190
5,4797.59,4152.87,-941.526,113,72,340
3,4630.19,4030.59,283.702,28,88,292
0,5720.23,16122,-2347,14,123,932
4,4295.02,6568.44,-79.349,24,68,481
4,4553.99,1048.11,-927.79,21,66,101
1,6275.5,1791.2,-1030.87,38,71,103
1,3971.78,1572.52,-806.38,9,61,134
5,5894.23,6762.82,-886.039,81,86,452
0,5693.33,2726,-4101,19,96,204
4,13431.5,95438.6,159.499,181,273,4429
4,6709.65,10446,-1151.82,26,109,689
5,3594.35,555.692,85.187,15,43,52
2,3783.22,2271.03,-1548.2,18,63,184
1,3282.7,582.652,199.15,3,51,45
5,5475.23,3108.91,103322,129,79,184
4,16767.1,169659,629.55,61,320,6391
3,4848.83,1997.33,-745.87,12,75,165
0,12758.1,62379,-5684,46,237,2746
2,14724.1,99906.8,-3955.58,45,281,3974
0,39680.2,1282300,-21711,188,981,31307
4,5525.85,1007.62,-888.781,33,65,76
1,3831.44,642.678,-482.11,24,50,42
5,4899.6,563.046,534.32,26,65,35
5,4434,2886.58,-351.34,36,65,202
4,14658.7,144757,-395.483,319,308,6057
0,18267.4,143429,-6924,36,372,5220
3,15430.8,58913.7,-1576.44,132,215,2188
5,5406.97,3326.82,-1765.2,22,70,205
3,8090.85,14263,-1199.43,96,140,845
1,3955.35,2064.24,-1474.7,5,63,184
0,4928.25,6519,-1629,8,79,453
2,16721.2,160799,-2780.97,258,352,6744
0,8631.11,31896,-5036,43,153,1570
2,10503.5,34526.6,-594.42,25,208,1691
0,6342.39,3233,-1673,18,80,186
4,7546.75,12930.9,-338.163,33,123,726
4,11967.3,39180.3,-2131.13,114,166,1111
3,7571.09,13929,-535.3,12,127,802
3,8246.7,9240.44,-1249.92,95,138,554
2,6018.45,11006.3,260.886,21,102,764
1,4368.04,2562.74,-921.94,9,72,205
5,7355.26,7590.94,1694.36,55,90,405
4,3700.97,554.916,-541.44,5,43,52
5,3639.5,486.097,-667.96,3,36,35
0,7503.62,13644,-2684,25,148,769
2,8501.38,33336.8,307.539,95,148,1919
0,11162.6,30961,-4284,12,212,1365
3,6117.92,5161.39,-944.51,9,105,371
5,3768.33,487.193,-928.26,3,36,35
4,8096.66,15551.6,-296.82,22,127,802
0,5870.64,4344,-3360,23,101,321
0,15346.7,158770,-10780,132,322,6178
3,4808.45,1986.81,-1304.8,9,75,165
2,13301.9,135252,-2445.74,210,279,5626
1,4479.52,1981.4,-32.478,17,75,165
3,18424.4,173398,881.858,237,403,6746
2,12580,39278.7,3316050,133,234,1581
0,4184.12,1555.52,-1196.9,4,55,133
0,19440.9,238010,-12172,126,509,8482
5,16929.2,77934,85538300,66,336,3302
0,4577.97,2717,-1531,6,67,221
2,12374.1,73215.5,-726.143,29,249,3630
1,6367.78,8368.35,-1682.2,11,100,551
1,5293.08,4752.81,-1531.05,26,85,343
2,4460.34,514.854,330.94,18,65,35
3,4876.48,6492.12,135.88,16,68,481
0,10638.9,29147,-4496,41,193,1576
3,6986.29,13407.5,-1050.71,189,96,804
5,6624.12,7307.86,-481.055,68,109,486
3,23778.8,262549,-11651.3,277,540,8870
5,9877.08,36986,-3936.4,42,196,1997
3,9168.09,30287.6,-1208.37,35,171,1747
2,7326.2,12530.3,-1318.11,144,123,726
4,5806.04,7100.77,-1710.76,80,93,545
3,6020.32,7157.2,-799.969,54,93,545
1,4012.03,1219.21,-566.93,9,55,88
3,13046.4,41637.6,-2918,191,278,1938
0,15119.3,96047.4,-7653.37,251,340,3633
4,23382,267266,-11236.3,285,540,8870
4,12067,71513.7,2146.5,41,201,3289
3,8981.52,16796.1,-1419.52,21,142,844
0,14704.4,129820,-5613.55,52,294,5420
1,6367.5,1445.97,-907.504,34,71,103
0,7971.42,12121,-2564,27,110,765
4,9929.4,26542.4,6973.57,105,174,1415
5,10950.3,48556.4,-3654.1,67,190,2118
3,9375.34,39036.1,-610.249,69,196,1885
4,6073.24,5264.39,-331.902,104,96,347
4,14600,55287.7,-1123.39,138,215,2188
4,3914.18,545.307,-502.64,2,43,52
5,4381.21,2130.67,1275.2,21,75,165
3,4571.83,1734,-936.35,6,61,134
2,5084.63,2800.16,-1191.74,16,77,244
2,6318.26,5164.85,2035.57,12,99,321
4,14719.3,79153.6,7488.21,74,320,3466
0,4743.43,1779.38,-1065.3,9,66,164
0,13550.9,119843,-8075,126,280,5218
3,10114.7,43021.9,-1340.27,129,197,2257
3,4865.23,2429.1,-545.71,17,63,184
2,3978.84,764.512,-1532.1,9,54,64
5,8884.1,29110,730.608,125,179,1626
5,4700.56,1436.27,-333.088,76,51,102
3,10449.2,43216.4,446.252,124,197,2257
4,13285.1,142314,5764.65,272,308,6057
2,9307.03,17189.5,-3159.49,91,183,931
0,11285.5,25809,-4623,42,203,1308
0,14982.8,176369,-9015,81,369,7096
5,4729.12,2331.91,-134.03,24,75,165
2,6810.29,13324,-1007.37,180,96,804
4,6668.58,6663.46,-524.627,83,118,426
5,7287.14,13159,-3401.9,10,118,762
3,12010.5,54538.6,-981.87,44,220,2461
0,18354,144140,-10130,315,393,5850
0,5993.3,4806,-1941,18,111,345
0,14575,113317,-9040,55,300,5105
2,15521.8,167311,-1933.72,57,320,6391
5,3684.14,570.607,84.868,15,43,52
4,3713.26,568.936,-622.82,6,43,52
4,3680.64,548.225,-644.31,5,43,52
5,4435.91,2079.08,269.74,24,75,165
5,12939.1,47786.7,493.591,179,273,2061
0,14315.5,141095,-6434,195,297,5733
4,16292.5,156263,1638.3,93,310,6737
0,5657.59,5428,-2278,12,99,345
5,10651.7,23078.5,237026,36,176,1313
5,3641.17,468.787,-827.48,2,36,35
4,4694.66,1983.21,-681.263,113,66,166
5,6661.38,3896.67,990.14,22,101,206
5,3754.59,599.578,-98.024,15,43,52
4,12673.8,72673.2,-2369.39,186,262,3211
3,6486.33,11148.9,-991.915,144,111,651
4,8008.55,4702.41,-1094.94,30,131,271
2,4490.42,1047.43,-784.86,28,62,102
3,11369,49334.2,-4257.25,140,215,2188
0,21803,202458,-10895,87,470,6758
0,9530.11,13765,-5014,25,177,773
0,10083.8,29548,-6737,60,180,1211
4,3319.6,681.477,195.7,3,31,53
0,14877,103399,-9166,40,356,3985
3,5982.53,5250.95,-520.15,12,99,321
0,12563.7,82708,-6246,122,238,3456
4,4634.05,1075.13,-1239.7,13,66,101
0,20229.4,205363,-10957,106,403,6983
5,9524.08,11327.4,-421.485,222,139,587
4,8415.51,26132.5,-3081.2,30,156,1364
4,6229.42,4046.38,-54.541,13,100,294
1,4690.95,2838.23,-1155.4,120,77,244
1,3923.11,2062.06,-1806.9,3,63,184
4,3650.86,540.078,-621.49,4,43,52
4,8295.3,16670,300.174,26,142,844
4,6057.7,4999.37,-643.648,114,96,347
3,11862.7,36453.1,67189.7,18,225,1755
5,6017.31,4045.3,374.27,29,100,294
3,16544.5,144996,558.426,305,362,5847
4,3806.68,549.242,-573.95,5,43,52
4,8132.36,8732.41,1883.2,45,144,553
2,16075.9,160976,-8043.75,205,352,6744
5,4952.33,1585.27,-1345.9,6,70,131
5,8168.85,8938.21,700.64,22,130,515
5,4746.64,1560.15,-1103.9,6,70,131
3,8962.61,27511.3,-3283.39,106,166,1414
4,6041.59,4059.24,-629.07,13,100,294
5,3723.26,545.022,-453.89,7,43,52
3,3772.37,434.495,1070.1,11,54,28
2,6170.48,8084.75,-2665,5,106,549
0,9548.12,44945,-4787,88,188,2318
5,15979.9,159819,2600.4,113,310,6737
5,4289.24,1759.13,-642.84,8,61,134
4,9495.03,37222.5,-1695.36,83,148,1919
3,3853.39,402.594,735.56,6,54,28
5,4463.83,6773.63,326.48,25,68,481
3,7634.5,14395.8,-989.159,29,120,809
5,9827.51,21097,202.5,55,143,1203
5,4529.77,2754.24,-645.64,12,65,202
3,9075.62,35728.7,-669.771,92,148,1919
3,9698.69,12122.5,-2213.22,124,136,619
0,4600.17,2622,-1442,5,71,184
5,3901.73,408.571,1017.1,11,54,28
3,10340.9,43643.5,-2120.61,129,197,2257
3,3663.47,562.716,-959.07,5,43,52
3,4082.2,2439.35,-1357.2,21,63,184
5,14223.3,49019.8,-307.533,157,298,2196
4,10116.7,47441.5,-1888.4,62,190,2118
5,6644.58,6505.01,-1171.5,31,99,372
1,6851.95,7813.28,-2735.7,11,117,427
3,14253.5,89890.2,-2261.2,214,254,3973
0,12635.8,40273,-6613,122,227,1696
3,9065.04,12215.3,-2605.8,137,128,693
4,15961.3,87882.9,3428.02,98,301,3369
3,10602.2,37708,-2505.47,26,205,1751
3,13591.7,51944.5,958.21,61,288,2334
1,3918.64,1568.61,-1097.5,9,61,134
0,9722.54,20965,-4166,89,188,1069
1,3839.63,1203.14,-868.83,9,55,88
4,8454.28,9014.56,2403.2,37,144,553
4,12723.2,45905.4,125770,168,273,2061
0,17197.2,197000,-9717,187,393,7220
1,5041.05,2811,-922.445,117,77,244
0,13494.7,47020,-7209,42,247,2062
5,21350.6,216648,5848.48,241,403,6746
1,6123.09,6272.57,-2311.7,16,108,424
0,6297.16,5591,-2998,22,103,399
0,9538.67,26758,-3913,216,182,1521
3,4396.04,759.444,-1886.2,9,54,64
5,17020.5,85328.3,2847.1,76,340,3632
3,10256.8,21975.4,-1519.05,128,150,1019
0,9453.3,27990,-4427,32,200,1582
0,6832.06,5887,-2236,39,115,373
3,4319.05,515.957,408.98,26,65,35
2,4175.76,1491.62,-618.455,156,52,133
0,8063.69,19109,-3694,16,165,1073
5,9479.7,11471.4,31343,23,139,587
4,8158.75,12057.3,-412.738,28,130,694
5,4995.18,4058.52,8171.49,11,72,340
3,9458.72,16306.6,-1459.25,111,160,976
5,7152.21,10902.1,534984,197,114,689
0,14635.7,134450,-5623,57,357,5958
0,9571.69,55193,-5465,182,193,2810
0,6162.13,2690.55,-1256,10,99,167
4,8097.09,11971.6,-205.903,98,128,693
2,7280.89,13411,5501.98,187,96,804
2,3880.64,0,-708.165,158,52,133
5,3531.24,661.168,169.1,4,31,53
3,4135.33,6283.78,-448.1,28,68,481
4,8379.59,9376.3,-933.332,189,138,554
0,9565.85,18248,-3596,96,182,981
0,14578.9,170244,-6900,136,330,6855
5,6404.4,20920,20081.5,57,128,1255
2,4349.31,1970.39,-344.87,20,75,165
1,11506.2,68873.6,-2491.84,43,247,3373
4,6998.9,6980.98,-1085.29,100,95,427
0,9871.51,27749,-3675,64,193,1632
4,3829.22,2257.56,-1841.9,20,63,184
5,7483.49,10701.1,5381.8,47,101,584
1,6088.4,1547.48,-1073.23,34,71,103
3,6457.18,3410.32,321.99,24,101,206
3,8401.93,14629.8,-1583.2,109,140,845
0,7758.52,23090,-2830,19,166,1364
4,9261.09,11478.6,40535.4,135,156,654
4,7407.82,8038.89,-3334.49,112,149,549
3,7393.6,9441.77,-491.421,18,123,621
3,11874.4,36865.1,-1422.2,10,225,1755
3,7778,13914.9,-436.57,12,127,802
0,6255.53,1432,-250,8,81,88
4,8227.54,15392.3,-637.03,24,127,802
5,3634.02,539.654,-203.25,5,43,52
0,6003.01,13886,-2800,22,93,841
1,3923.58,770.947,-2009.9,9,54,64
4,10248.4,37102.6,-3751.87,41,196,1997
1,6364.12,5106.11,-2707.9,16,109,317
5,3940.39,2434.21,-717.36,17,63,184
5,10025.3,23037,-1098.58,52,176,1313
2,3982.36,754.126,-1839.9,9,54,64
1,7613.18,11155.9,-2273.9,22,121,622
4,8525.26,15717.5,107939,49,160,976
0,22899.8,375406,-10336,83,536,12508
3,9703.28,39670.8,-859.902,74,196,1885
5,3395.56,657.291,-231.21,7,31,53
2,6114.87,8130.95,-3563.7,11,106,549
4,3656.44,585.076,-436.94,5,43,52
0,26516.8,883787,-17427,85,647,23781
3,15592.2,88623.4,724.928,104,301,3369
0,9277.23,43233.9,-3247.4,16,159,2181
3,6399.88,4017.29,-1369.7,12,100,294
0,7847.51,13819.7,-3060.52,32,170,771
5,3502.59,710.935,111.71,6,31,53
2,7576.41,4177.1,-1534.18,87,101,249
3,9640.12,30363.3,-1373.1,40,171,1747
0,9844.34,18248,-5575,101,205,939
1,5369.64,3702.98,-1047.7,8,89,249
5,4967.45,6200.54,-654.53,24,68,481
0,4880.07,4903,-2779,32,78,367
0,6886.83,14165.7,-2513.02,95,120,809
0,16077.3,67923,-7447,56,320,2757
3,13464.5,61815.7,-771.361,20,247,2754
3,6714.36,17039.4,-2984.6,17,128,1065
4,4589.93,1167.7,-7.7257,7,59,101
1,22889.8,516944,962.51,361,540,18067
2,6134.61,8031.84,-3855.6,4,106,549
4,11265.2,30905.5,-2831.76,120,166,1111
4,3560.83,707.725,204.96,7,31,53
5,4987.94,1134.49,-949.551,247,64,90
3,10780.8,27273.2,-1571.58,109,214,1469
2,3855.76,2158.04,-803.337,20,54,165
4,5458.62,4430.19,-774.57,15,85,346
3,9152.56,23807.4,812.495,102,154,1252
1,3693.11,1200.92,-725.28,9,55,88
2,3933.09,1443.04,-698.644,159,52,133
2,5888.63,5216.35,-1330.7,8,105,371
0,8206.15,29415,-4151,28,159,1577
0,10019.7,43592,-4865,29,200,2392
5,8908.57,11256.4,155693,227,139,587
0,13680,53628,-4975,143,230,2196
5,6058.14,6389.38,17372.6,86,92,459
2,8273.24,9274.64,720684,32,138,554
2,11821.3,56608.2,-1522.18,33,209,2967
1,5358.95,3690.72,-1632.2,7,89,249
0,5470.89,5448,-2013,32,103,372
5,6147.19,7507.11,-472.791,57,90,405
3,3429.51,693.37,87.215,5,31,53
2,15283.4,100159,-2802.25,45,281,3974
1,5411.61,3687.39,-1349.7,10,89,249
3,12088,54902,-3058.7,49,220,2461
2,4982.97,1738.93,-1072.2,2,70,131
3,12314,77078.6,-1016.88,170,252,3882
0,7838.21,18540,-3768,9,152,1069
3,9794.84,24169.9,366922,37,177,1313
4,15711.5,215681,-2043.76,265,336,8195
5,4731.38,2897.18,-1069.5,25,65,202
4,4886.2,2810.69,-1492.8,19,65,202
0,15933.2,207510,-8092,87,361,8072
1,4478.79,3078.19,-1384.8,9,62,245
5,4731.68,2265.22,675.74,36,75,165
5,10476.8,28865.4,-4181,65,194,1521
1,5263.4,3694.72,-417.56,17,82,289
0,9576.24,16278,-4055,73,192,845
2,8772.48,12186.9,-1445.68,7,128,693
2,6950.88,13281.3,-725.592,193,96,804
0,7789.75,20569,-2282.6,24,143,1203
4,3576.14,587.726,-107.9,13,43,52
1,6168.05,5259.98,-1514.7,7,105,371
4,12603.7,71155.1,5878390,158,262,3211
0,9116.18,27139,-5348,19,172,1418
5,9785.84,25681.2,-2504.13,234,154,1252
5,4232.71,5766.69,35.368,25,68,481
5,13271,59917.5,-1162.08,196,223,2822
3,8727.7,16099.5,-2402.67,43,160,976
2,6858.59,13324,-988.392,180,96,804
0,6366.8,2459,-1312,8,68,130
2,3950.89,659.562,-512.68,11,58,43
2,8315,33614.8,751.652,93,148,1919
0,11981.6,52241,-4987,37,214,1637
2,14263,135802,-5247.55,54,279,5626
5,4331.6,489.327,782.25,20,65,35
3,8377.89,14592.1,-1380,102,140,845
2,10568,37776.8,-1566.5,35,205,1751
3,10455.9,37040.3,191.885,147,205,1751
5,12574.2,60940.6,-726.659,208,214,2600
5,4339.98,6189.43,-56.587,45,68,481
4,4480.47,1676.82,-556.34,12,61,134
2,5946.13,12939.4,-1798,11,103,883
3,11698.4,47035.6,-4353.98,131,215,2188
2,4027.4,2120.42,-1747.8,4,63,184
0,10521.7,13824,-6019,19,167,693
5,4310.13,674.45,-506.49,16,58,43
4,23907.5,259701,2282.42,278,537,8350
0,8099.01,11313,-2925,30,166,731
4,3536.35,552.99,-329.78,15,43,52
3,6451.34,10385.5,-1151.29,24,109,689
2,8551.6,16430.7,16530.3,24,142,844
4,9990.85,27235.2,-32.2509,18,174,1415
2,6215.36,8161.49,-3179.9,10,106,549
3,4442.03,6537.51,-204.79,30,68,481
3,8502.81,21352,418.14,38,143,1203
0,17334.6,128599,-7516,46,362,5213
5,15411.3,88303.8,4243.9,74,289,3710
1,6859.57,17189.2,-2439.4,7,128,1065
3,4262.98,2757.16,-1891.8,26,65,202
5,4808.61,1570.7,-1806.3,5,70,131
4,3383.35,692.861,365.39,6,31,53
4,5813.34,3898.83,31.031,14,100,294
2,6600.71,5478.14,-1280.76,42,79,292
4,11021.4,49101.7,-1218.41,20,190,2118
4,8190.42,8773.21,1953,33,144,553
5,10325.8,25854.5,139974,122,172,1412
5,7026.03,2459.15,-300.77,12,76,165
4,11296.8,49575.8,-1328.65,72,190,2118
4,8197.15,16553.2,105.731,30,142,844
4,9248.99,12123.1,72.436,20,152,693
4,11770.4,32682.7,-1697.5,87,166,1414
5,12350.7,39062,-929.684,191,219,1875
4,4686.47,2364.96,-384.43,5,61,184
3,9644.4,38082.4,-671.498,38,180,2054
3,11920.3,53961.6,-1007.4,50,220,2461
